Age,Job,Marital,Education,Default,Annual Balance,Loan (Housing loan / Personal loan),Last Contact Duration,# Contacts Currently,# Contacts Previously,Days Since Last Contacted,Outcomes for Previous Marketing Campaign,Predicted Subscription for Current Campaign
54,self-employed,married,primary,no,277,H-,300,5,3,170,failure,no
39,management,divorced,tertiary,no,4692,H-,214,2,2,174,success,no
39,housemaid,married,secondary,no,4136,H-,194,2,3,170,failure,no
31,services,married,secondary,no,395,--,196,3,3,117,failure,no
33,management,married,tertiary,no,621,--,1435,3,5,99,failure,no
49,blue-collar,married,secondary,no,4259,--,146,3,7,111,failure,no
40,management,married,tertiary,no,3352,H-,639,2,1,27,success,yes
35,management,married,tertiary,no,552,HP,314,2,1,124,failure,no
35,services,married,primary,no,31,-P,131,3,3,133,failure,no
44,blue-collar,married,secondary,no,6491,H-,126,2,1,174,failure,no
45,entrepreneur,married,tertiary,no,3689,H-,517,2,3,187,failure,no
44,blue-collar,single,primary,no,1593,H-,201,2,3,174,success,no
37,technician,married,secondary,no,5287,HP,599,4,2,100,failure,no
55,entrepreneur,married,tertiary,no,625,--,88,2,4,147,failure,no
38,entrepreneur,married,tertiary,no,898,H-,80,5,2,198,failure,no
35,management,married,tertiary,no,867,H-,298,2,3,171,success,no
31,management,married,tertiary,no,1224,HP,75,2,2,119,success,no
44,technician,married,tertiary,no,0,HP,286,6,2,191,failure,no
30,technician,divorced,secondary,no,3100,H-,125,1,4,183,failure,no
32,technician,married,secondary,no,344,H-,179,1,1,197,failure,no
30,student,single,unknown,no,809,--,26,5,2,171,failure,no
35,management,divorced,tertiary,no,146,--,392,2,2,106,success,no
32,technician,married,tertiary,no,4654,HP,276,1,2,128,failure,yes
34,admin.,single,secondary,no,296,--,68,1,4,136,failure,no
55,self-employed,married,secondary,no,12159,H-,142,2,2,174,failure,no
38,technician,single,tertiary,no,5122,H-,370,1,1,184,failure,no
34,management,single,tertiary,no,673,HP,271,1,1,184,failure,no
37,blue-collar,married,primary,no,8135,H-,358,1,1,184,failure,no
41,blue-collar,married,primary,no,2562,H-,157,1,4,189,failure,no
41,management,single,tertiary,no,195,--,125,1,2,167,failure,no
34,entrepreneur,married,secondary,no,3119,H-,505,1,4,183,failure,no
35,self-employed,single,tertiary,no,935,H-,71,1,2,176,failure,no
30,blue-collar,married,primary,no,5956,HP,405,1,1,139,failure,no
34,admin.,married,secondary,no,3185,H-,93,1,1,191,failure,no
31,services,single,secondary,no,481,H-,106,2,2,183,failure,no
39,blue-collar,married,secondary,no,660,HP,180,1,2,185,failure,no
52,management,married,primary,yes,57,HP,45,1,1,196,failure,no
42,blue-collar,married,secondary,no,3,H-,47,1,1,190,failure,no
40,technician,single,secondary,no,572,--,67,1,2,91,failure,no
33,technician,married,secondary,no,3071,HP,46,2,1,122,failure,no
32,blue-collar,married,primary,no,187,--,485,1,1,134,failure,no
33,blue-collar,married,primary,no,5151,HP,73,1,4,178,failure,no
32,blue-collar,married,primary,no,2085,HP,146,1,3,185,failure,no
39,technician,single,secondary,no,1104,--,333,2,2,105,success,no
39,services,divorced,secondary,no,892,H-,34,1,1,171,failure,no
45,management,married,tertiary,no,96,H-,167,1,1,127,failure,no
32,management,single,tertiary,no,574,H-,171,1,2,127,failure,no
50,management,married,secondary,no,0,H-,152,1,1,190,failure,no
47,technician,married,secondary,no,1465,H-,26,1,2,190,failure,no
30,services,married,secondary,no,586,H-,148,6,4,176,failure,no
41,blue-collar,married,primary,no,7735,H-,220,1,1,190,failure,no
37,entrepreneur,married,tertiary,no,264,HP,276,1,1,157,failure,no
30,blue-collar,married,secondary,no,501,HP,994,1,1,177,failure,yes
38,self-employed,married,secondary,no,215,H-,70,1,1,167,failure,no
48,services,divorced,secondary,no,4906,H-,200,1,1,190,failure,no
38,blue-collar,married,primary,no,433,--,81,2,3,136,failure,no
35,blue-collar,married,secondary,no,5304,H-,340,1,2,183,failure,no
34,services,divorced,secondary,no,797,H-,88,1,1,126,failure,no
31,technician,married,secondary,no,450,-P,111,2,4,129,failure,no
39,blue-collar,single,secondary,no,519,HP,149,1,14,155,failure,no
31,entrepreneur,married,secondary,no,1539,HP,67,6,9,177,failure,no
32,services,married,secondary,no,11512,H-,301,1,1,183,failure,no
52,entrepreneur,married,tertiary,no,1115,H-,69,1,2,164,failure,no
31,blue-collar,single,secondary,no,5607,--,183,2,1,184,failure,no
30,services,married,primary,no,1015,H-,24,1,8,113,failure,no
50,self-employed,married,secondary,no,1878,HP,45,2,11,181,failure,no
41,blue-collar,single,secondary,no,98,-P,180,1,6,122,failure,no
46,technician,married,tertiary,no,0,--,531,1,1,167,failure,yes
37,admin.,single,secondary,no,862,--,85,1,2,122,failure,no
46,technician,divorced,secondary,no,3455,H-,120,4,2,190,failure,no
44,services,married,secondary,no,-230,HP,352,1,1,177,failure,no
36,unemployed,married,secondary,no,-872,HP,153,1,1,183,failure,no
50,blue-collar,married,primary,no,2590,H-,281,2,6,195,failure,no
55,management,married,tertiary,no,10065,--,197,5,3,177,failure,no
32,blue-collar,single,secondary,no,3201,H-,98,1,5,178,failure,no
34,management,married,tertiary,no,273,H-,308,1,1,188,success,no
35,technician,single,secondary,no,-476,H-,57,6,4,177,failure,no
53,blue-collar,married,secondary,no,21522,--,83,3,4,149,failure,no
55,admin.,divorced,secondary,no,166,--,324,7,4,153,failure,no
37,technician,single,secondary,no,-272,-P,104,3,6,139,failure,no
33,entrepreneur,married,tertiary,no,4465,H-,161,1,2,183,failure,no
33,technician,divorced,secondary,no,557,H-,89,1,1,91,failure,no
40,technician,married,secondary,no,4441,H-,153,2,2,183,failure,no
53,blue-collar,married,secondary,no,3815,--,75,2,3,149,failure,no
47,blue-collar,married,primary,no,2,HP,661,4,1,190,failure,no
33,admin.,married,secondary,no,2711,--,184,1,1,104,failure,no
38,services,divorced,primary,no,0,H-,250,1,2,155,failure,no
55,admin.,married,secondary,no,1102,H-,195,1,2,189,failure,no
57,services,single,secondary,no,2236,H-,51,8,2,190,failure,no
40,admin.,married,secondary,no,7711,H-,190,5,1,135,failure,no
34,self-employed,married,tertiary,no,1545,H-,895,1,2,183,failure,no
32,management,single,tertiary,no,12686,H-,176,1,1,170,failure,no
38,entrepreneur,married,tertiary,no,1110,H-,888,2,2,183,failure,yes
51,technician,married,secondary,no,-153,--,72,2,4,92,failure,no
37,entrepreneur,married,tertiary,no,836,H-,223,1,2,177,failure,no
44,technician,married,secondary,no,7876,H-,212,1,2,101,failure,no
32,services,married,secondary,no,983,H-,500,2,1,133,failure,yes
43,self-employed,married,secondary,no,5704,H-,154,3,2,106,failure,no
33,student,single,tertiary,no,3404,H-,105,2,3,171,failure,no
34,management,married,secondary,no,56,H-,311,3,1,183,failure,no
51,entrepreneur,married,tertiary,no,6659,HP,191,2,1,189,failure,no
58,retired,married,tertiary,no,5087,--,63,2,1,154,failure,no
35,admin.,married,secondary,no,725,H-,219,7,1,133,failure,no
31,technician,single,tertiary,no,438,H-,165,1,2,100,failure,no
45,technician,married,secondary,no,999,H-,215,6,2,188,failure,no
35,unknown,divorced,primary,no,3888,--,207,5,5,178,failure,no
52,housemaid,married,secondary,no,3923,H-,20,8,3,190,success,no
39,management,divorced,tertiary,no,155,H-,20,6,26,153,failure,no
44,blue-collar,married,secondary,no,3060,H-,113,1,2,189,failure,no
40,management,divorced,tertiary,no,9541,--,128,2,1,189,failure,no
37,technician,married,secondary,no,1016,HP,195,3,1,8,failure,no
38,blue-collar,married,primary,no,3289,--,340,2,2,164,failure,no
36,admin.,married,secondary,no,1954,HP,158,2,3,174,failure,no
50,technician,married,tertiary,no,3117,--,44,2,1,164,failure,no
49,unemployed,married,tertiary,no,-471,H-,77,3,7,185,failure,no
31,admin.,married,secondary,no,3052,HP,115,2,2,177,failure,no
39,self-employed,married,secondary,no,31,H-,61,2,4,181,failure,no
37,blue-collar,divorced,secondary,no,33,H-,106,2,1,167,failure,no
41,management,married,tertiary,no,666,H-,106,3,3,183,failure,no
49,services,single,unknown,no,5095,H-,127,2,1,157,failure,no
53,entrepreneur,married,secondary,no,111,H-,600,3,2,189,failure,no
36,blue-collar,single,tertiary,no,3649,H-,399,2,2,156,failure,no
43,management,married,tertiary,no,5670,H-,43,4,2,189,failure,no
34,management,married,tertiary,no,1433,--,111,3,3,104,failure,no
45,entrepreneur,divorced,tertiary,no,1273,HP,206,2,3,162,failure,no
32,blue-collar,single,secondary,no,6982,H-,224,2,1,183,failure,no
33,blue-collar,married,secondary,no,3514,H-,214,2,2,184,failure,no
32,blue-collar,single,secondary,no,2696,H-,564,2,1,183,failure,no
31,technician,single,tertiary,no,1887,-P,225,2,1,183,failure,no
47,unemployed,married,secondary,no,3533,H-,319,1,2,100,failure,no
38,technician,married,tertiary,no,-3,--,251,2,3,101,failure,no
35,services,married,secondary,no,142,H-,315,2,4,196,failure,no
39,management,single,tertiary,no,889,--,78,2,4,185,failure,no
58,technician,married,secondary,no,5618,H-,361,2,1,189,failure,no
56,blue-collar,divorced,primary,no,12,--,282,2,1,135,failure,no
31,unemployed,married,secondary,no,314,H-,1341,3,7,178,failure,yes
35,management,married,tertiary,no,0,H-,197,4,1,30,failure,no
34,admin.,single,secondary,no,4436,H-,292,2,6,178,failure,no
43,entrepreneur,single,tertiary,no,744,-P,90,4,4,114,failure,no
32,blue-collar,single,secondary,no,5252,H-,232,2,2,183,failure,no
51,admin.,married,secondary,no,4178,H-,167,4,1,174,failure,no
56,services,married,secondary,no,4763,H-,233,4,6,115,failure,no
36,blue-collar,divorced,primary,no,3202,H-,690,3,2,183,failure,no
44,technician,married,tertiary,no,4580,H-,192,2,2,189,success,no
46,blue-collar,married,primary,no,676,H-,825,6,4,174,failure,no
53,management,married,tertiary,no,3366,--,278,6,2,112,failure,no
57,technician,single,secondary,no,3499,H-,104,4,3,175,failure,no
30,admin.,married,secondary,no,111,-P,86,3,1,133,failure,no
55,technician,married,secondary,no,6958,HP,325,5,2,192,failure,no
53,management,single,secondary,no,5558,H-,81,6,3,189,failure,no
35,management,single,secondary,no,356,H-,20,5,7,114,failure,no
45,housemaid,married,tertiary,no,460,--,312,3,1,157,failure,no
31,management,single,tertiary,no,5691,H-,37,2,1,123,failure,no
40,services,married,secondary,no,87,HP,116,2,4,113,failure,no
50,management,divorced,tertiary,no,2564,H-,124,4,8,113,failure,no
37,admin.,single,secondary,no,1560,H-,67,1,2,163,failure,no
50,blue-collar,married,primary,no,12519,H-,615,3,1,34,failure,yes
36,technician,married,tertiary,no,62,--,50,2,2,121,failure,no
58,retired,divorced,unknown,no,5920,H-,96,1,1,121,failure,no
47,technician,married,tertiary,yes,-813,HP,85,2,25,158,failure,no
39,blue-collar,married,secondary,no,5222,H-,239,2,1,177,failure,no
31,management,single,tertiary,no,3967,H-,859,1,1,182,failure,no
45,management,divorced,tertiary,no,2096,--,127,1,2,100,failure,no
31,entrepreneur,single,tertiary,yes,-405,HP,846,1,2,100,success,no
47,technician,married,secondary,no,0,--,591,1,1,10,failure,yes
42,self-employed,married,secondary,no,2812,H-,46,4,1,171,failure,no
46,services,married,secondary,no,22,H-,153,1,3,197,failure,no
53,management,married,tertiary,no,1945,--,22,4,7,106,failure,no
32,blue-collar,married,primary,no,1261,H-,104,1,1,182,failure,no
31,blue-collar,married,primary,no,2198,--,423,2,2,172,failure,no
46,self-employed,married,unknown,no,-257,--,104,1,2,189,failure,no
33,technician,single,secondary,no,2481,--,113,1,2,101,failure,no
33,services,married,secondary,no,255,HP,588,2,2,184,failure,no
59,management,married,tertiary,no,7049,--,530,1,2,163,failure,yes
35,blue-collar,single,primary,no,2040,--,258,1,4,157,failure,no
30,unemployed,divorced,tertiary,no,1718,H-,73,4,2,126,failure,no
52,housemaid,married,secondary,no,1752,-P,346,4,8,123,failure,no
40,entrepreneur,married,tertiary,no,2644,H-,110,2,1,185,failure,no
31,self-employed,married,tertiary,no,5,HP,635,1,2,135,failure,yes
32,services,divorced,secondary,no,5267,H-,183,1,2,168,failure,no
30,technician,married,secondary,no,239,H-,302,2,8,95,failure,no
44,blue-collar,married,secondary,no,701,-P,103,1,2,141,failure,no
31,entrepreneur,single,secondary,no,159,H-,66,1,1,182,failure,no
34,management,single,tertiary,no,966,H-,393,1,3,101,failure,no
48,technician,married,secondary,no,4265,H-,327,1,2,192,failure,no
32,management,single,tertiary,no,3050,H-,58,1,1,182,failure,no
49,unemployed,married,secondary,no,13818,--,201,1,2,113,failure,no
34,management,single,tertiary,no,3679,H-,146,1,1,101,failure,no
31,management,married,secondary,no,8629,H-,957,1,2,184,failure,yes
53,blue-collar,married,secondary,no,1777,H-,796,5,1,154,failure,yes
34,services,married,secondary,no,-508,H-,144,6,2,185,failure,no
47,blue-collar,married,secondary,no,2944,--,57,7,5,154,failure,no
52,services,divorced,secondary,no,2455,--,76,1,1,119,failure,no
48,technician,married,primary,no,1375,HP,73,1,2,172,failure,no
40,services,single,secondary,no,19343,H-,13,4,4,179,failure,no
45,technician,divorced,secondary,no,1738,--,79,1,2,106,failure,no
54,technician,married,secondary,no,230,-P,401,1,2,100,failure,no
30,technician,married,secondary,no,274,HP,105,5,2,102,failure,no
38,entrepreneur,married,tertiary,no,1514,-P,160,3,3,120,failure,no
31,admin.,married,secondary,no,457,H-,283,1,5,171,failure,no
40,technician,married,secondary,no,372,H-,365,1,2,100,failure,no
38,management,single,unknown,no,715,H-,140,1,2,185,failure,no
37,management,married,tertiary,no,489,H-,202,1,5,106,failure,no
33,blue-collar,married,primary,no,2456,H-,552,3,1,127,failure,no
45,management,married,tertiary,no,2220,H-,89,1,2,133,failure,no
40,blue-collar,married,secondary,no,-605,HP,79,1,1,171,failure,no
53,blue-collar,married,secondary,no,1027,--,102,1,1,121,failure,no
35,blue-collar,married,secondary,no,80,HP,38,2,2,172,failure,no
41,management,married,tertiary,no,832,HP,164,1,1,176,failure,no
50,technician,married,secondary,no,2497,H-,35,1,1,176,failure,no
31,blue-collar,married,secondary,no,3653,HP,252,1,4,168,failure,no
35,self-employed,single,tertiary,no,1129,H-,64,2,2,184,failure,no
33,blue-collar,divorced,secondary,no,86,-P,183,3,1,186,failure,no
31,technician,single,tertiary,no,1166,H-,119,2,1,171,failure,no
34,technician,married,secondary,no,5553,H-,798,2,5,182,failure,no
49,admin.,divorced,secondary,no,771,H-,264,2,1,172,failure,no
47,blue-collar,married,primary,no,333,H-,118,1,4,113,failure,no
37,blue-collar,married,secondary,no,2066,HP,10,7,5,113,failure,no
40,management,married,secondary,no,752,-P,456,1,1,157,failure,no
40,services,married,secondary,no,9374,H-,7,8,1,185,failure,no
51,technician,single,tertiary,no,11222,H-,126,2,7,171,failure,no
36,admin.,single,secondary,no,0,HP,109,1,1,189,failure,no
39,management,married,tertiary,yes,47,--,28,3,3,158,failure,no
48,blue-collar,married,secondary,no,2697,HP,82,1,5,179,failure,no
38,management,divorced,tertiary,no,554,--,45,1,4,101,failure,no
36,management,divorced,tertiary,no,210,H-,62,1,2,127,failure,no
39,management,single,tertiary,no,26,HP,52,1,4,179,failure,no
33,technician,single,secondary,no,920,H-,58,1,4,122,failure,no
39,services,married,primary,no,1601,H-,219,2,2,182,failure,no
30,management,married,secondary,no,-559,HP,531,1,1,184,failure,no
43,admin.,married,secondary,no,-150,-P,62,2,3,136,failure,no
43,admin.,divorced,tertiary,no,1440,HP,149,1,1,175,failure,no
38,admin.,married,secondary,no,505,HP,119,1,2,157,failure,no
57,services,married,secondary,no,2658,H-,107,1,1,190,failure,no
33,services,single,secondary,no,3269,-P,381,1,1,126,failure,no
33,admin.,divorced,secondary,no,335,H-,347,1,2,184,failure,no
32,technician,married,secondary,no,253,H-,76,1,3,170,failure,no
47,technician,married,secondary,no,1059,H-,58,1,1,127,failure,no
32,management,married,tertiary,no,2737,HP,44,4,1,182,failure,no
58,management,divorced,tertiary,no,26254,H-,53,1,1,31,failure,no
40,blue-collar,married,primary,no,-616,H-,182,1,2,157,failure,no
39,services,single,secondary,no,158,H-,183,1,2,168,failure,no
38,technician,married,secondary,no,1,H-,57,5,1,199,success,no
52,management,married,tertiary,no,2428,H-,294,1,3,116,failure,no
34,technician,divorced,secondary,no,7,HP,94,2,1,199,failure,no
54,retired,married,primary,no,235,-P,353,2,5,113,failure,no
39,admin.,married,secondary,no,2319,--,48,1,1,137,failure,no
41,services,married,secondary,no,6687,H-,41,2,3,123,failure,no
55,blue-collar,divorced,primary,no,2227,H-,148,3,3,172,failure,no
32,services,married,secondary,no,1076,--,906,1,3,129,failure,no
40,self-employed,married,tertiary,no,271,H-,124,3,4,102,failure,no
45,admin.,single,secondary,no,946,H-,56,2,4,175,failure,no
37,entrepreneur,single,tertiary,no,65,--,20,10,4,113,failure,no
32,admin.,married,tertiary,no,118,--,383,4,10,176,failure,no
52,management,married,tertiary,no,1065,HP,224,2,1,175,failure,no
57,management,married,tertiary,no,3431,H-,55,2,1,189,failure,no
47,admin.,married,unknown,no,0,H-,85,1,1,198,failure,no
40,management,married,secondary,no,4025,H-,139,2,4,129,failure,no
32,management,divorced,tertiary,no,874,--,366,3,6,101,success,no
31,unknown,married,secondary,no,111,--,504,2,2,93,failure,yes
41,blue-collar,married,secondary,no,1539,H-,139,6,3,130,failure,no
31,admin.,single,secondary,no,144,H-,51,2,11,140,failure,no
59,blue-collar,married,secondary,no,10054,--,175,3,6,100,failure,no
55,technician,married,unknown,no,4746,H-,237,2,3,182,failure,no
55,retired,divorced,secondary,no,1580,-P,82,5,1,155,success,no
40,services,married,secondary,no,0,H-,43,1,2,185,failure,no
30,management,single,tertiary,no,9634,--,402,4,5,101,failure,no
32,entrepreneur,married,unknown,no,73,H-,158,1,1,135,failure,no
45,services,divorced,secondary,no,0,HP,173,1,1,192,failure,no
34,admin.,single,secondary,no,892,H-,177,2,1,184,failure,no
58,management,divorced,tertiary,no,50,H-,675,4,4,171,failure,no
37,services,single,secondary,no,105,-P,197,2,4,157,failure,no
32,admin.,married,secondary,no,752,H-,82,4,1,191,failure,no
